0,-1.79735816893104e-07
0.001,9.96659115071128e-07
0.002,5.86291133603662e-07
0.003,1.23103883191753e-06
0.004,6.55962040402449e-07
0.005,2.66224582258299e-06
0.006,2.7232136901742e-06
0.007,2.6778632465552e-06
0.008,3.35575928710814e-06
0.009,2.56912457681054e-06
0.01,4.88304295659866e-06
0.011,5.11411072594435e-06
0.012,2.75124072581707e-06
0.013,4.567693009714e-06
0.014,3.99332146629819e-06
0.015,4.43683355023006e-06
0.016,5.19484652768541e-06
0.017,6.12565382835026e-06
0.018,3.50626634696773e-06
0.019,6.86232698565375e-06
0.02,6.7124745400786e-06
0.021,5.71300030288103e-06
0.022,7.13035113894662e-06
0.023,6.27457863498304e-06
0.024,7.14194663286553e-06
0.025,8.22239913639949e-06
0.026,6.88340398630455e-06
0.027,6.59750271040623e-06
0.028,6.69160885245908e-06
0.029,6.79203242358061e-06
0.03,7.02027198096873e-06
0.031,7.90651088534621e-06
0.032,8.61488676300034e-06
0.033,1.10856999197974e-05
0.034,8.32570509070684e-06
0.035,7.80907683652623e-06
0.036,9.67558390948216e-06
0.037,1.08859949499211e-05
0.038,1.06772856055489e-05
0.039,9.431427256112e-06
0.04,9.65930275751986e-06
0.041,1.18763773343922e-05
0.042,8.86980531832235e-06
0.043,1.15516676243369e-05
0.044,1.05828202358395e-05
0.045,8.39737237935463e-06
0.046,1.05298518128659e-05
0.047,1.11559378070428e-05
0.048,1.2290411215137e-05
0.049,1.04196804636227e-05
0.05,1.15989241329629e-05
0.051,1.04372759996083e-05
0.052,8.91053927030005e-06
0.053,9.68980744771492e-06
0.054,1.08281047977627e-05
0.055,1.13972791206368e-05
0.056,9.22402002597531e-06
0.057,1.01625212504625e-05
0.058,1.31225075040136e-05
0.059,1.16819833177082e-05
0.06,1.00244664306351e-05
0.061,9.56252766969603e-06
0.062,8.37470197732141e-06
0.063,1.05627513198901e-05
0.064,9.21766718463646e-06
0.065,8.45034975809871e-06
0.066,9.53712021175622e-06
0.067,7.53837112934171e-06
0.068,1.02538538726756e-05
0.069,7.96324089460608e-06
0.07,8.51456487161849e-06
0.071,6.63610512735948e-06
0.072,7.37659573944503e-06
0.073,8.19478080869954e-06
0.074,7.18863264353012e-06
0.075,5.43797546790866e-06
0.076,5.29284422239651e-06
0.077,6.30717484923414e-06
0.078,4.10756539246651e-06
0.079,5.02578884761763e-06
0.08,4.5683832116667e-06
0.081,4.77842392961008e-06
0.082,3.4121043260263e-06
0.083,2.66258815805064e-06
0.084,3.37958699896984e-06
0.085,4.21740580174316e-06
0.086,2.38885900368658e-06
0.087,1.39547904513886e-06
0.088,2.13459303523468e-06
0.089,-9.5213137636826e-07
0.09,-7.92790153126436e-07
0.091,-5.16645675104601e-07
0.092,-2.42357477312417e-06
0.093,-2.68426102790904e-06
0.094,-5.29288449811983e-07
0.095,-1.8739675021289e-06
0.096,-7.6106124094474e-07
0.097,-3.22506436354149e-06
0.098,-4.12194697600525e-06
0.099,-5.40159004455305e-06
0.1,-3.65629074418788e-06
0.101,-2.69035288724703e-06
0.102,-4.90651149316632e-06
0.103,-5.62792637540104e-06
0.104,-9.51899598313731e-06
0.105,-6.81776911973522e-06
0.106,-5.81340613362739e-06
0.107,-7.31108274378202e-06
0.108,-8.20729530784943e-06
0.109,-7.2733970609938e-06
0.11,-9.1553654911853e-06
0.111,-6.83293506252197e-06
0.112,-9.76910252495283e-06
0.113,-9.22813132455133e-06
0.114,-9.54251074072627e-06
0.115,-1.02486694593716e-05
0.116,-9.12576461126273e-06
0.117,-9.7449789388256e-06
0.118,-1.10869115122967e-05
0.119,-1.18510144790409e-05
0.12,-1.19278703884194e-05
0.121,-1.44907851133045e-05
0.122,-1.18536550633026e-05
0.123,-1.26212490799941e-05
0.124,-1.13342096329356e-05
0.125,-1.08952816302342e-05
0.126,-1.17007996050377e-05
0.127,-1.10531008407681e-05
0.128,-1.42075607150785e-05
0.129,-1.30399684513884e-05
0.13,-1.28858737039961e-05
0.131,-1.20584178703734e-05
0.132,-1.24738479713958e-05
0.133,-1.24835940285665e-05
0.134,-9.25840863696454e-06
0.135,-1.22146500205293e-05
0.136,-1.18009281189276e-05
0.137,-1.23427417806468e-05
0.138,-9.38043860777597e-06
0.139,-1.28988607980688e-05
0.14,-1.05279641008372e-05
0.141,-1.22423905297051e-05
0.142,-8.58167445549455e-06
0.143,-1.23716521680207e-05
0.144,-1.05162849754437e-05
0.145,-9.61670781253796e-06
0.146,-1.04887798291256e-05
0.147,-1.04991950643014e-05
0.148,-7.82505247977328e-06
0.149,-9.38285638105817e-06
0.15,-8.57086367125846e-06
0.151,-6.11585693204289e-06
0.152,-6.90069537536285e-06
0.153,-6.59350595654144e-06
0.154,-5.89208052112299e-06
0.155,-3.38409279547297e-06
0.156,-5.25075938258246e-06
0.157,-4.45042345320716e-06
0.158,-2.43280271530646e-06
0.159,-5.30757194084764e-06
0.16,-3.82039537488374e-06
0.161,-4.11082735879385e-06
0.162,-1.05281074409132e-06
0.163,-2.46079234617174e-06
0.164,1.15198159725893e-07
0.165,-3.11780773990093e-06
0.166,8.7628222193312e-07
0.167,1.08051063999904e-06
0.168,2.28219775428294e-06
0.169,7.41206571521995e-07
0.17,2.16954819772718e-06
0.171,3.54612575587144e-06
0.172,3.66790189096225e-06
0.173,3.47585795093653e-06
0.174,4.10528860048811e-06
0.175,5.50271305540393e-06
0.176,5.86767008797161e-06
0.177,6.25062278106982e-06
0.178,8.08804305907151e-06
0.179,9.11438241815513e-06
0.18,6.24272639421132e-06
0.181,8.25901026164143e-06
0.182,9.29892352607125e-06
0.183,9.53461719199917e-06
0.184,9.86211916184865e-06
0.185,9.60172521683875e-06
0.186,9.8021330484782e-06
0.187,9.23994996277421e-06
0.188,9.65928148832145e-06
0.189,9.36135742574582e-06
0.19,1.22620598895668e-05
0.191,1.21236409289733e-05
0.192,1.11840002291567e-05
0.193,1.32775403437572e-05
0.194,1.35959173412919e-05
0.195,1.21631794699722e-05
0.196,1.17392827712098e-05
0.197,1.2947177115767e-05
0.198,1.40499563801516e-05
0.199,1.57560927347114e-05
